,type,id,accountId,date,description,amount,status,matchState,isReviewed,etag,isExpense,isPending,discretionaryType,isLinkedToRule,transactionReviewState,lastUpdatedDate,accountRef.id,accountRef.name,accountRef.type,accountRef.hiddenFromPlanningAndTrends,category.id,category.name,category.categoryType,category.parentId,category.parentName,fiData.date,fiData.amount,fiData.description,fiData.inferredDescription,fiData.inferredCategory.id,fiData.inferredCategory.name,merchantId,fiData.id,isDuplicate,checkNumber
10,CashAndCreditTransaction,27706482_2484526532_0,27706482_12591350,2022-11-02,WALKTHROUGH MARKET B     PHILADELPHIA PA ,-13.45,POSTED,NOT_MATCHED,False,1667675288000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-05T19:08:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_701,Groceries,EXPENSE,27706482_7,Food & Dining,2022-11-02,-13.45,WALKTHROUGH MARKET B     PHILADELPHIA PA,WALKTHROUGH MARKET B     PHILADELPHIA PA ,27706482_701,Groceries,,006116458360020221019202211020001108203,,
11,CashAndCreditTransaction,27706482_2484526530_0,27706482_12591350,2022-11-02,MEZZOGIORNO              PHILADELPHIA PA ,-8.47,POSTED,NOT_MATCHED,False,1667675288000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-05T19:08:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-11-02,-8.47,MEZZOGIORNO              PHILADELPHIA PA,MEZZOGIORNO              PHILADELPHIA PA ,27706482_707,Restaurants,1025494525.0,006116458360020221019202211020001108103,,
12,CashAndCreditTransaction,27706482_2484526528_0,27706482_12591350,2022-11-02,AAA HAMILTON CALL CTR    866-636-2377 NJ ,-147.0,POSTED,NOT_MATCHED,False,1667675288000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-05T19:08:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1405,Auto Insurance,EXPENSE,27706482_14,Auto & Transport,2022-11-02,-147.0,AAA HAMILTON CALL CTR    866-636-2377 NJ,AAA HAMILTON CALL CTR    866-636-2377 NJ ,27706482_1405,Auto Insurance,2000.0,006116458360020221019202211020001108503,,
13,CashAndCreditTransaction,27706482_2484526527_0,27706482_12591350,2022-11-02,PRICELN*ACE              800-774-2354 CT ,-89.01,POSTED,NOT_MATCHED,False,1667675288000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-05T19:08:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_15,Travel,EXPENSE,27706482_0,Root,2022-11-02,-89.01,PRICELN*ACE              800-774-2354 CT,PRICELN*ACE              800-774-2354 CT ,27706482_15,Travel,,006116458360020221019202211020001108303,,
14,CashAndCreditTransaction,27706482_2484695147_0,27706482_11959557,2022-11-01,Requested transfer from ALLY BANK Interest Checking account,720.0,POSTED,NOT_MATCHED,False,1667686516000,False,False,NONE,False,UNREVIEWED,2022-11-05T22:15:16Z,11959557,Giving Fund,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-11-01,720.0,Requested transfer from ALLY BANK Interest Checking account,Requested transfer from ALLY BANK Interest Checking account,27706482_21,Transfer,,,,
15,CashAndCreditTransaction,27706482_2484695146_0,27706482_11683859,2022-11-01,VENMO PAYMENT,-580.0,POSTED,NOT_MATCHED,False,1667686516000,True,False,NONE,False,UNREVIEWED,2022-11-05T22:15:16Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-11-01,-580.0,VENMO PAYMENT,VENMO PAYMENT,27706482_21,Transfer,13107.0,,True,
16,CashAndCreditTransaction,27706482_2484695145_0,27706482_11683859,2022-11-01,Requested transfer to ALLY BANK Online Savings account XXXXX,-200.0,POSTED,NOT_MATCHED,False,1667539903000,True,False,NONE,False,UNREVIEWED,2022-11-04T05:31:43Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-11-01,-200.0,Requested transfer to ALLY BANK Online Savings account XXXXX,Requested transfer to ALLY BANK Online Savings account XXXXX,27706482_21,Transfer,,,,
17,CashAndCreditTransaction,27706482_2484695144_0,27706482_11683859,2022-11-01,Requested transfer to ALLY BANK Online Savings account XXXXX,-720.0,POSTED,NOT_MATCHED,False,1667539903000,True,False,NONE,False,UNREVIEWED,2022-11-04T05:31:43Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-11-01,-720.0,Requested transfer to ALLY BANK Online Savings account XXXXX,Requested transfer to ALLY BANK Online Savings account XXXXX,27706482_21,Transfer,,,,
18,CashAndCreditTransaction,27706482_2484695143_0,27706482_12552193,2022-11-01,Requested transfer from ALLY BANK Interest Checking account,200.0,POSTED,NOT_MATCHED,False,1667686516000,False,False,NONE,False,UNREVIEWED,2022-11-05T22:15:16Z,12552193,Travel Fund,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-11-01,200.0,Requested transfer from ALLY BANK Interest Checking account,Requested transfer from ALLY BANK Interest Checking account,27706482_21,Transfer,,,,
19,CashAndCreditTransaction,27706482_2484526536_0,27706482_12591350,2022-11-01,LA CABANITA RESTAURANT   GLENDALE     CA ,-31.41,POSTED,NOT_MATCHED,False,1667675288000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-05T19:08:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-11-01,-31.41,LA CABANITA RESTAURANT   GLENDALE     CA,LA CABANITA RESTAURANT   GLENDALE     CA ,27706482_707,Restaurants,1024669963.0,006116458360020221019202211010001108712,,
20,CashAndCreditTransaction,27706482_2484526535_0,27706482_12591350,2022-11-01,UBER   TRIP              HELP.UBER.COMCA ,-45.75,POSTED,NOT_MATCHED,False,1667675288000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-05T19:08:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1408,Ride Share,EXPENSE,27706482_14,Auto & Transport,2022-11-01,-45.75,UBER   TRIP              HELP.UBER.COMCA,UBER   TRIP              HELP.UBER.COMCA ,27706482_1408,Ride Share,12870.0,006116458360020221019202211010001108512,,
21,CashAndCreditTransaction,27706482_2484526529_0,27706482_12591350,2022-11-01,CVS/PHARMACY #09647      MONTROSE     CA ,-29.14,POSTED,NOT_MATCHED,False,1667675288000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-05T19:08:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_505,Pharmacy,EXPENSE,27706482_5,Health & Fitness,2022-11-01,-29.14,CVS/PHARMACY #09647      MONTROSE     CA,CVS/PHARMACY #09647      MONTROSE     CA ,27706482_505,Pharmacy,1075.0,006116458360020221019202211010001108612,,
22,CashAndCreditTransaction,27706482_2484253322_0,27706482_12233734,2022-10-31,Uber from Mtter to Isabellas,-12.0,POSTED,NOT_MATCHED,False,1667435403000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-03T00:30:03Z,12233734,Venmo,BankAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-10-31,-12.0,Uber from Mtter to Isabellas,Uber from Mtter to Isabellas,27706482_707,Restaurants,,,,
23,CashAndCreditTransaction,27706482_2484253321_0,27706482_12233734,2022-10-31,November rent,-580.0,POSTED,NOT_MATCHED,False,1667435403000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-03T00:30:03Z,12233734,Venmo,BankAccount,False,27706482_1207,Mortgage & Rent,EXPENSE,27706482_12,Home,2022-10-31,-580.0,November rent,November rent,27706482_1207,Mortgage & Rent,,,,
24,CashAndCreditTransaction,27706482_2483938884_0,27706482_12591350,2022-10-31,SP ECO BRANDS GROUP      130-32581611 CO ,-43.53,POSTED,NOT_MATCHED,False,1667493426000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-03T16:37:06Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2022-10-31,-43.53,SP ECO BRANDS GROUP      130-32581611 CO,SP ECO BRANDS GROUP      130-32581611 CO ,27706482_1,Entertainment,,006116458360020221019202210310000013393,,
25,CashAndCreditTransaction,27706482_2483938883_0,27706482_12591350,2022-10-31,SQ *LUHV VEGAN DELI      PHILADELPHIA PA ,-10.79,POSTED,NOT_MATCHED,False,1667493426000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-03T16:37:06Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-10-31,-10.79,SQ *LUHV VEGAN DELI      PHILADELPHIA PA,SQ *LUHV VEGAN DELI      PHILADELPHIA PA ,27706482_707,Restaurants,,006116458360020221019202210310000013593,,
26,CashAndCreditTransaction,27706482_2483938879_0,27706482_12591350,2022-10-31,SQ *AERO TECH DESIGNS CYCPhiladelphia PA ,-19.99,POSTED,NOT_MATCHED,False,1667493426000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-03T16:37:06Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_207,Sporting Goods,EXPENSE,27706482_2,Shopping,2022-10-31,-19.99,SQ *AERO TECH DESIGNS CYCPhiladelphia PA,SQ *AERO TECH DESIGNS CYCPhiladelphia PA ,27706482_207,Sporting Goods,,006116458360020221019202210310000013493,,
27,CashAndCreditTransaction,27706482_2483938878_0,27706482_12591350,2022-10-31,Amazon,-31.74,POSTED,NOT_MATCHED,False,1667493426000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-03T16:37:06Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_204,Electronics & Software,EXPENSE,27706482_2,Shopping,2022-10-31,-31.74,AMZN Mktp US*H04KZ27L0   Amzn.com/billWA,Amazon,27706482_204,Electronics & Software,7218.0,006116458360020221019202210310000013693,,
28,CashAndCreditTransaction,27706482_2483938877_0,27706482_12591350,2022-10-31,ALDO  MANNY PIZZA        PHILADELPHIA PA ,-13.94,POSTED,NOT_MATCHED,False,1667493426000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-03T16:37:06Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-10-31,-13.94,ALDO  MANNY PIZZA        PHILADELPHIA PA,ALDO  MANNY PIZZA        PHILADELPHIA PA ,27706482_707,Restaurants,,006116458360020221019202210310001055191,,
29,CashAndCreditTransaction,27706482_2483218031_0,27706482_10373396,2022-10-30,Requested transfer to ALLY BANK Interest Checking account XX,-1380.0,POSTED,NOT_MATCHED,False,1667191816000,True,False,NONE,False,UNREVIEWED,2022-10-31T04:50:16Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-10-30,-1380.0,Requested transfer to ALLY BANK Interest Checking account XX,Requested transfer to ALLY BANK Interest Checking account XX,27706482_21,Transfer,,,,
30,CashAndCreditTransaction,27706482_2483218019_0,27706482_11683859,2022-10-30,Requested transfer from ALLY BANK Online Savings account XXX,1380.0,POSTED,NOT_MATCHED,False,1667191816000,False,False,NONE,False,UNREVIEWED,2022-10-31T04:50:16Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-10-30,1380.0,Requested transfer from ALLY BANK Online Savings account XXX,Requested transfer from ALLY BANK Online Savings account XXX,27706482_21,Transfer,,,,
31,CashAndCreditTransaction,27706482_2483169650_0,27706482_12591350,2022-10-29,DAN DAN                  PHILADELPHIA PA ,-18.41,POSTED,NOT_MATCHED,False,1667268419000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-01T02:06:59Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-10-29,-18.41,DAN DAN                  PHILADELPHIA PA,DAN DAN                  PHILADELPHIA PA ,27706482_707,Restaurants,,006116458360020221019202210290001046230,,
32,CashAndCreditTransaction,27706482_2483169649_0,27706482_12591350,2022-10-29,SQ *SCHMEAR IT 3601      PHILADELPHIA PA ,-7.5,POSTED,NOT_MATCHED,False,1667268419000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-01T02:06:59Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-10-29,-7.5,SQ *SCHMEAR IT 3601      PHILADELPHIA PA,SQ *SCHMEAR IT 3601      PHILADELPHIA PA ,27706482_707,Restaurants,1015183607.0,006116458360020221019202210290001046130,,
33,CashAndCreditTransaction,27706482_2482496605_0,27706482_12591350,2022-10-27,PRICELN*FOX RENT A CAR   800-774-2354 CT ,-313.07,POSTED,NOT_MATCHED,False,1667058056000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-29T15:40:56Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_15,Travel,EXPENSE,27706482_0,Root,2022-10-27,-313.07,PRICELN*FOX RENT A CAR   800-774-2354 CT,PRICELN*FOX RENT A CAR   800-774-2354 CT ,27706482_15,Travel,,006116458360020221019202210270001054593,,
34,CashAndCreditTransaction,27706482_2482496604_0,27706482_12591350,2022-10-27,PRICELN*TVL PROTECT      800-774-2354 CT ,-65.0,POSTED,NOT_MATCHED,False,1667058056000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-29T15:40:56Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_15,Travel,EXPENSE,27706482_0,Root,2022-10-27,-65.0,PRICELN*TVL PROTECT      800-774-2354 CT,PRICELN*TVL PROTECT      800-774-2354 CT ,27706482_15,Travel,,006116458360020221019202210270001054493,,
35,CashAndCreditTransaction,27706482_2482496603_0,27706482_12591350,2022-10-27,PHILLY FOODWORKS         215-221-6245 PA ,-100.0,POSTED,NOT_MATCHED,False,1667058056000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-10-29T15:40:56Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_701,Groceries,EXPENSE,27706482_7,Food & Dining,2022-10-27,-100.0,PHILLY FOODWORKS         215-221-6245 PA,PHILLY FOODWORKS         215-221-6245 PA ,27706482_701,Groceries,1004807919.0,006116458360020221019202210270001054393,,
36,CashAndCreditTransaction,27706482_2482868552_0,27706482_12754866,2022-10-26,ALLIANZ TRAVEL INS 800-628-5404 VA,-60.26,POSTED,NOT_MATCHED,False,1667065695000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-10-29T17:48:15Z,12754866,DISCOVER IT MILES CARD,CreditAccount,False,27706482_1102,Life Insurance,EXPENSE,27706482_11,Financial,2022-10-26,-60.26,ALLIANZ TRAVEL INS 800-628-5404 VA,ALLIANZ TRAVEL INS 800-628-5404 VA,27706482_1102,Life Insurance,2050.0,202210276790855DN,,
37,CashAndCreditTransaction,27706482_2482868551_0,27706482_12754866,2022-10-26,AMERICAN AIRLINES FT WORTH TX,-785.7,POSTED,NOT_MATCHED,False,1667065695000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-29T17:48:15Z,12754866,DISCOVER IT MILES CARD,CreditAccount,False,27706482_1501,Air Travel,EXPENSE,27706482_15,Travel,2022-10-26,-785.7,AMERICAN AIRLINES FT WORTH TX,AMERICAN AIRLINES FT WORTH TX,27706482_1501,Air Travel,6009.0,202210287171782DN,,
38,CashAndCreditTransaction,27706482_2481542631_0,27706482_12591350,2022-10-24,GIANT HEIRLOOM #6551     PHILADELPHIA PA ,-32.63,POSTED,NOT_MATCHED,False,1666772223000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-10-26T08:17:03Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_701,Groceries,EXPENSE,27706482_7,Food & Dining,2022-10-24,-32.63,GIANT HEIRLOOM #6551     PHILADELPHIA PA,GIANT HEIRLOOM #6551     PHILADELPHIA PA ,27706482_701,Groceries,1018730148.0,006116458360020221019202210240001056193,,
39,CashAndCreditTransaction,27706482_2481542630_0,27706482_12591350,2022-10-24,MAD GREEKS PIZZA         PHILADELPHIA PA ,-2.97,POSTED,NOT_MATCHED,False,1666772223000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-26T08:17:03Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_707,Restaurants,EXPENSE,27706482_7,Food & Dining,2022-10-24,-2.97,MAD GREEKS PIZZA         PHILADELPHIA PA,MAD GREEKS PIZZA         PHILADELPHIA PA ,27706482_707,Restaurants,,006116458360020221019202210240001056293,,
40,CashAndCreditTransaction,27706482_2481040093_0,27706482_12591350,2022-10-22,PADDLE.NET* N8N CLOUD1   PADDLE.COM   NY ,20.0,POSTED,NOT_MATCHED,False,1666596908000,False,False,NONE,False,UNREVIEWED,2022-10-24T07:35:08Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_2101,Credit Card Payment,NO_CATEGORY,27706482_21,Transfer,2022-10-22,20.0,PADDLE.NET* N8N CLOUD1   PADDLE.COM   NY,PADDLE.NET* N8N CLOUD1   PADDLE.COM   NY ,27706482_2101,Credit Card Payment,,006116458360020221019202210220001102261,,
41,CashAndCreditTransaction,27706482_2480673454_0,27706482_12591350,2022-10-21,PADDLE.NET* N8N CLOUD1   PADDLE.COM   NY ,-20.0,POSTED,NOT_MATCHED,False,1666545306000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-23T17:15:06Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2022-10-21,-20.0,PADDLE.NET* N8N CLOUD1   PADDLE.COM   NY,PADDLE.NET* N8N CLOUD1   PADDLE.COM   NY ,27706482_1,Entertainment,,006116458360020221019202210210001107475,,
42,CashAndCreditTransaction,27706482_2480673452_0,27706482_12591350,2022-10-21,CHIPOTLE ONLINE          949-524-4000 CA ,-9.13,POSTED,NOT_MATCHED,False,1666545306000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-23T17:15:06Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_706,Fast Food,EXPENSE,27706482_7,Food & Dining,2022-10-21,-9.13,CHIPOTLE ONLINE          949-524-4000 CA,CHIPOTLE ONLINE          949-524-4000 CA ,27706482_706,Fast Food,3029.0,006116458360020221019202210210001107375,,
43,CashAndCreditTransaction,27706482_2480559572_0,27706482_10373396,2022-10-21,94609 FORT ROBOT DIR DEP~ Future Amount: 2635.05 ~ Tran: DDI,2635.05,POSTED,NOT_MATCHED,False,1666398609000,False,False,NONE,False,UNREVIEWED,2022-10-22T00:30:09Z,10373396,Master Savings Account,BankAccount,False,27706482_3001,Paycheck,INCOME,27706482_30,Income,2022-10-21,2635.05,94609 FORT ROBOT DIR DEP~ Future Amount: 2635.05 ~ Tran: DDI,94609 FORT ROBOT DIR DEP~ Future Amount: 2635.05 ~ Tran: DDI,27706482_3001,Paycheck,,,,
44,CashAndCreditTransaction,27706482_2480285786_0,27706482_12591350,2022-10-19,CHIPOTLE ONLINE          949-524-4000 CA ,-9.13,POSTED,NOT_MATCHED,False,1666421759000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-22T06:55:59Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_706,Fast Food,EXPENSE,27706482_7,Food & Dining,2022-10-19,-9.13,CHIPOTLE ONLINE          949-524-4000 CA,CHIPOTLE ONLINE          949-524-4000 CA ,27706482_706,Fast Food,3029.0,006116458360020221019202210190001056337,,
45,CashAndCreditTransaction,27706482_2479783817_0,27706482_11959557,2022-10-18,FIDELITY CHARITA FIDELITY C,-716.95,POSTED,NOT_MATCHED,False,1666172979000,True,False,NONE,False,UNREVIEWED,2022-10-19T09:49:39Z,11959557,Giving Fund,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-10-18,-716.95,FIDELITY CHARITA FIDELITY C,FIDELITY CHARITA FIDELITY C,27706482_21,Transfer,,,,
46,CashAndCreditTransaction,27706482_2479716343_0,27706482_12591350,2022-10-18,CHIPOTLE ONLINE          949-524-4000 CA ,-9.13,POSTED,NOT_MATCHED,False,1666234666000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-20T02:57:46Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_706,Fast Food,EXPENSE,27706482_7,Food & Dining,2022-10-18,-9.13,CHIPOTLE ONLINE          949-524-4000 CA,CHIPOTLE ONLINE          949-524-4000 CA ,27706482_706,Fast Food,3029.0,006116458360020220919202210180001059394,,
47,CashAndCreditTransaction,27706482_2479716342_0,27706482_12591350,2022-10-17,SQ *RAFIKI SHOPPE        Philadelphia PA ,-2.0,POSTED,NOT_MATCHED,False,1666234666000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-10-20T02:57:46Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_802,Charity,EXPENSE,27706482_8,Gifts & Donations,2022-10-17,-2.0,SQ *RAFIKI SHOPPE        Philadelphia PA,SQ *RAFIKI SHOPPE        Philadelphia PA ,27706482_802,Charity,,006116458360020220919202210170000022284,,
